code,name,city,region
MDU,Mendi Airport,\N,Papua New Guinea
MNM,Menominee Marinette Twin Co,Macon,United States
SPP,Menongue,Menongue,Angola
MAH,Menorca,Menorca,Spain
PSE,Mercedita,Ponce,Puerto Rico
BLF,Mercer County Airport,Bluefield,United States
NMM,Meridian Nas,Meridian,United States
BOD,Merignac,Bordeaux,France
MIM,Merimbula Airport,\N,Australia
CDV,Merle K Mudhole Smith,Cordova,United States
MRI,Merrill Fld,Anchorage,United States
MUH,Mersa Matruh,Mersa-matruh,Egypt
MZH,Merzifon,Merzifon,Turkey
OAK,Metropolitan Oakland Intl,Oakland,United States
ETZ,Metz Nancy Lorraine,Metz,France
VNE,Meucon,Vannes,France
NCY,Meythet,Annecy,France
MFU,Mfuwe,Mfuwe,Zambia
MIA,Miami Intl,Miami,United States
ZVA,Miandrivazo,Miandrivazo,Madagascar
MIG,Mianyang Airport,Mianyang,China
GLH,Mid Delta Regional Airport,Greenville,United States
PKB,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States
MDS,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands
MCN,Middle Georgia Rgnl,Macon,United States
MAF,Midland Intl,Midland,United States
MDY,Midway Atoll,Midway,Midway Islands
KLD,Migalovo,Tver,Russia
CND,Mihail Kogalniceanu,Constanta,Romania
YGJ,Miho,Miho,Japan
MIK,Mikkeli,Mikkeli,Finland
JMK,Mikonos,Mykonos,Greece
MHZ,Mildenhall,Mildenhall,United Kingdom
MQL,Mildura Airport,\N,Australia
MFN,Milford Sound Airport,Milford Sound,New Zealand
MIJ,Mili Island Airport,Mili Island,Marshall Islands
MGT,Milingimbi Airport,\N,Australia
NQA,Millington Rgnl Jetport,Millington,United States
MLT,Millinocket Muni,Millinocket,United States
MIV,Millville Muni,Millville,United States
MLO,Milos,Milos,Greece
MMD,Minami Daito,Minami Daito,Japan
MTT,Minatitlan,Minatitlan,Mexico
MWL,Mineral Wells,Mineral Wells,United States
MRV,Mineralnyye Vody,Mineralnye Vody,Russia
EZE,Ministro Pistarini,Buenos Aires,Argentina
NVT,Ministro Victor Konder Intl,Navegantes,Brazil
MXJ,Minna New,Minna,Nigeria
MSP,Minneapolis St Paul Intl,Minneapolis,United States
MIB,Minot Afb,Minot,United States
MOT,Minot Intl,Minot,United States
MHP,Minsk 1,Minsk,Belarus
MSQ,Minsk 2,Minsk 2,Belarus
NKX,Miramar Mcas,Miramar,United States
YCH,Miramichi,Chatham,Canada
EPL,Mirecourt,Epinal,France
MYY,Miri,Miri,Malaysia
MJZ,Mirny,Mirnyj,Russia
MSJ,Misawa Ab,Misawa,Japan
MIS,Misima Island Airport,Misima Island,Papua New Guinea
MRA,Misratah Airport,Misratah,Libya
MSO,Missoula Intl,Missoula,United States
MOI,Mitiaro Island Airport,Mitiaro Island,Cook Islands
MJI,Mitiga Airport,Tripoli,Libya
MJT,Mitilini,Mytilini,Greece
MYE,Miyakejima Airport,\N,Japan
MMY,Miyako,Miyako,Japan
KMI,Miyazaki,Miyazaki,Japan
MTF,Mizan Teferi Airport,Mizan Teferi,Ethiopia
MBD,Mmabatho International Airport,Mafeking,South Africa
MFJ,Moala Airport,Moala,Fiji
BFM,Mobile Downtown,Mobile,United States
MOB,Mobile Rgnl,Mobile,United States
MZB,Mocimboa Da Praia,Mocimboa Da Praia,Mozambique
MOD,Modesto City Co Harry Sham,Modesto,United States
MJD,Moenjodaro,Moenjodaro,Pakistan
NUQ,Moffett Federal Afld,Mountain View,United States
ESU,Mogador Airport,\N,Morocco
MVQ,Mogilev Airport,Mogilev,Belarus
CZL,Mohamed Boudiaf Intl,Constantine,Algeria
CMN,Mohammed V Intl,Casablanca,Morocco
YMS,Moises Benzaquen Rengifo,Yurimaguas,Peru
MPK,Mokpo Airport,Mokpo,South Korea
MKK,Molokai,Molokai,United States
MBA,Mombasa Moi Intl,Mombasa,Kenya
MAS,Momote Airport,\N,Papua New Guinea
MCM,Monaco,Monaco,Monaco
MBE,Monbetsu,Monbetsu,Japan
MGL,Monchengladbach,Moenchengladbach,Germany
LOV,Monclova Intl,Monclova,Mexico
MOG,Mong Hsat,Mong Hsat,Burma
MNY,Mono Airport,Stirling Island,Solomon Islands
MLU,Monroe Rgnl,Monroe,United States
ROB,Monrovia Roberts Intl,Monrovia,Liberia
MLW,Monrovia Spriggs Payne,Monrovia,Liberia
YYY,Mont Joli,Mont Joli,Canada
XMU,Montbeugny,Moulins,France
MRY,Monterey Peninsula,Monterey,United States
MGM,Montgomery Regional Airport ,MONTGOMERY,United States
VBS,Montichiari,Montichiari,Italy
SNR,Montoir,St.-nazaire,France
YMX,Montreal Intl Mirabel,Montreal,Canada
MTJ,Montrose County,Montrose,United States
VAD,Moody Afb,Valdosta,United States
MOZ,Moorea,Moorea,French Polynesia
YMJ,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada
YMO,Moosonee,Moosonee,Canada
MKQ,Mopah,Merauke,Indonesia
MXX,Mora,Mora,Sweden
TVA,Morafenobe Airport,Morafenobe,Madagascar
MOV,Moranbah Airport,\N,Australia
MRZ,Moree Airport,\N,Australia
MGW,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States
MEZ,Morningside Farm,Messina,South Africa
ONG,Mornington Island Airport,\N,Australia
MXH,Moro Airport,Moro,Papua New Guinea
MXM,Morombe,Morombe,Madagascar
OZP,Moron Ab,Sevilla,Spain
MOQ,Morondava,Morondava,Madagascar
MYA,Moruya Airport,\N,Australia
TIM,Moses Kilangin,Timika,Indonesia
MSU,Moshoeshoe I Intl,Maseru,Lesotho
OSR,Mosnov,Ostrava,Czech Republic
OMO,Mostar,Mostar,Bosnia and Herzegovina
MTV,Mota Lava Airport,Ablow,Vanuatu
MJL,Mouilla Ville Airport,Mouila,Gabon
ERH,Moulay Ali Cherif,Er-rachidia,Morocco
MQQ,Moundou,Moundou,Chad
GTN,Mount Cook,Mount Cook,New Zealand
MGB,Mount Gambier Airport,\N,Australia
HGU,Mount Hagen,Mount Hagen,Papua New Guinea
MHU,Mount Hotham Airport,\N,Australia
ISA,Mount Isa,Mount Isa,Australia
MMG,Mount Magnet Airport,\N,Australia
MPN,Mount Pleasant,Mount Pleasant,Falkland Islands
MWP,Mountain Airport,Mountain,Nepal
MUO,Mountain Home Afb,Mountain Home,United States
MOU,Mountain Village Airport,Mountain Village,United States
OYG,Moyo Airport,Moyo,Uganda
UTT,Mthatha,Umtata,South Africa
MYW,Mtwara,Mtwara,Tanzania
MWX,Muan,Muan,South Korea
MNB,Muanda,Muanda,Congo (Kinshasa)
MVS,Mucuri Airport,Mucuri,Brazil
MDG,Mudanjiang,Mudanjiang,China
BMU,Muhammad Salahuddin,Bima,Indonesia
MUI,Muir Aaf,Muir,United States
MKM,Mukah Airport,Mukah,Malaysia
UUD,Mukhino,Ulan-ude,Russia
MUX,Multan Intl,Multan,Pakistan
MZV,Mulu,Mulu,Malaysia
MUC,Munchen,Munich,Germany
MUA,Munda Airport,\N,Solomon Islands
FRS,Mundo Maya International,Flores,Guatemala
FMO,Munster Osnabruck,Muenster/osnabrueck,Germany
MJV,Murcia San Javier,Murcia,Spain
MXV,Muren Airport,\N,Mongolia
MMK,Murmansk,Murmansk,Russia
MYI,Murray Island Airport,Murray Island,Australia
LOS,Murtala Muhammed,Lagos,Nigeria
MKG,Muskegon County Airport,Muskegon,United States
YQA,Muskoka,Muskoka,Canada
MSA,Muskrat Dam Airport,Muskrat Dam,Canada
MUZ,Musoma Airport,Musoma,Tanzania
MQS,Mustique,Mustique,Saint Vincent and the Grenadines
LBJ,Mutiara Ii,Labuhan Bajo,Indonesia
PLW,Mutiara,Palu,Indonesia
MVB,Mvengue,Franceville,Gabon
DAR,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania
MWZ,Mwanza,Mwanza,Tanzania
MGZ,Myeik,Myeik,Burma
MYT,Myitkyina,Myitkyina,Burma
MYR,Myrtle Beach Intl,Myrtle Beach,United States
ZZU,Mzuzu,Mzuzu,Malawi
XNA,NW Arkansas Regional,Bentonville,United States
NBX,Nabire,Nabire,Indonesia
MNC,Nacala,Nacala,Mozambique
NAN,Nadi Intl,Nandi,Fiji
NYM,Nadym Airport,Nadym,Russia
LAE,Nadzab,Nadzab,Papua New Guinea
WNP,Naga Airport,Naga,Philippines
NGS,Nagasaki,Nagasaki,Japan
NKM,Nagoya Airport,Nagoya,Japan
NAH,Naha,Naha,Indonesia
OKA,Naha,Naha,Japan
YDP,Nain Airport,Nain,Canada
WIL,Nairobi Wilson,Nairobi,Kenya
SHB,Nakashibetsu,Nakashibetsu,Japan
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan
KOP,Nakhon Phanom,Nakhon Phanom,Thailand
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand
YQN,Nakina Airport,Nakina,Canada
NAL,Nalchik Airport,Nalchik,Russia
NMA,Namangan Airport,Namangan,Uzbekistan
MSZ,Namibe Airport,\N,Angola
NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands
APL,Nampula,Nampula,Mozambique
OSY,Namsos HÃ¸knesÃ¸ra Airport,Namsos,Norway
NNT,Nan,Nan,Thailand
YCD,Nanaimo,Nanaimo,Canada
NAO,Nanchong Airport,Nanchong,China
YSR,Nanisivik,Nanisivik,Canada
SHM,Nanki Shirahama,Nanki-shirahama,Japan
JNN,Nanortalik Heliport,Nanortalik,Greenland
WUS,Nanping Wuyishan Airport Airport,Wuyishan,China
NTE,Nantes Atlantique,Nantes,France
NTG,Nantong Airport,Nantong,China
ACK,Nantucket Mem,Nantucket,United States
NNY,Nanyang Airport,Nanyang,China
NYK,Nanyuki Civil Airport,Nanyuki,Kenya
MWF,Naone Airport,Maewo Island,Vanuatu
NPE,Napier,NAPIER,New Zealand
APF,Naples Muni,Naples,United States
NAW,Narathiwat,Narathiwat,Thailand
NRT,Narita Intl,Tokyo,Japan
NAA,Narrabri Airport,\N,Australia
NRA,Narrandera Airport,\N,Australia
JNS,Narsaq Heliport,Narsaq,Greenland
UAK,Narsarsuaq,Narssarssuaq,Greenland
NNM,Naryan-Mar,Naryan-Mar,Russia
BNA,Nashville Intl,Nashville,United States
ISK,Nasik Road,Nasik Road,India
PID,Nassau Paradise Island Airport,Nassau,Bahamas
YNA,Natashquan,Natashquan,Canada
CPR,Natrona Co Intl,Casper,United States
INU,Nauru Intl,Nauru,Nauru
SUV,Nausori Intl,Nausori,Fiji
WNS,Nawabshah,Nawabshah,Pakistan
JNX,Naxos,Cyclades Islands,Greece
NDJ,Ndjamena Hassan Djamous,N'djamena,Chad
FIH,Ndjili Intl,Kinshasa,Congo (Kinshasa)
NLA,Ndola,Ndola,Zambia
NLO,Ndolo,Kinshasa,Congo (Kinshasa)
VOL,Nea Anchialos,Nea Anghialos,Greece
NEC,Necochea Airport,Necochea,Argentina
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland
TOE,Nefta,Tozeur,Tunisia
NFG,Nefteyugansk Airport,Nefteyugansk,Russia
GXG,Negage,Negage,Angola
EAM,Nejran,Nejran,Saudi Arabia
LSV,Nellis Afb,Las Vegas,United States
NSN,Nelson,Nelson,New Zealand
EMN,Nema,Nema,Mauritania
YNS,Nemiscau Airport,Nemiscau,Canada
KEP,Nepalgunj Airport,Nepalgunj,Nepal
CCU,Netaji Subhash Chandra Bose Intl,Calcutta,India
EWB,New Bedford Regional Airport,New Bedford,United States
CAT,New Bight Airport,Cat Island,Bahamas
ILG,New Castle,Wilmington,United States
CTS,New Chitose,Sapporo,Japan
KKJ,New Kitakyushu,Kitakyushu,Japan
NBG,New Orleans Nas Jrb,New Orleans,United States
NPL,New Plymouth,New Plymouth,New Zealand
NCA,New River Mcas,Jacksonville,United States
TNE,New Tanegashima,Tanegashima,Japan
EWR,Newark Liberty Intl,Newark,United States
NTL,Newcastle Airport,Newcastle,Australia
NCS,Newcastle,Newcastle,South Africa
NCL,Newcastle,Newcastle,United Kingdom
ZNE,Newman Airport,\N,Australia
PHF,Newport News Williamsburg Intl,Newport News,United States
UUU,Newport State,Newport RI,United States
NGE,Ngaoundere,N'gaoundere,Cameroon
NGI,Ngau Airport,Ngau,Fiji
NGV,Ngiva,N'giva,Angola
IRA,Ngorangora Airport,Kirakira,Solomon Islands
NHA,Nhatrang,Nhatrang,Vietnam
IAG,Niagara Falls Intl,Niagara Falls,United States
LRL,Niamtougou International,Niatougou,Togo
NRN,Niederrhein,Weeze,Germany
KIJ,Niigata,Niigata,Japan
HER,Nikos Kazantzakis,Heraklion,Greece
MNL,Ninoy Aquino Intl,Manila,Philippines
NIO,Nioki Airport,Nioki,Congo (Kinshasa)
INI,Nis,Nis,Serbia
IIS,Nissan Island Airport,Nissan Island,Papua New Guinea
IUE,Niue International Airport,\N,Niue
HUE,Niue Intl,Alofi,Niue
NJC,Nizhnevartovsk,Nizhnevartovsk,Russia
ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria
NOG,Nogales Intl,Nogales,Mexico
OLS,Nogales Intl,Nogales,United States
HAN,Noibai Intl,Hanoi,Vietnam
OME,Nome,Nome,United States
NRD,Norderney,Norderney,Germany
ORF,Norfolk Intl,Norfolk,United States
NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island
NGU,Norfolk Ns,Norfolk,United States
KIN,Norman Manley Intl,Kingston,Jamaica
YVQ,Norman Wells,Norman Wells,Canada
SJC,Norman Y Mineta San Jose Intl,San Jose,United States
NTN,Normanton Airport,\N,Australia
NUS,Norsup Airport,Norsup,Vanuatu
YQW,North Battleford,North Battleford,Canada
YYB,North Bay,North Bay,Canada
SFZ,North Central State,Smithfield,United States
ELH,North Eleuthera,North Eleuthera,Bahamas
NZY,North Island Nas,San Diego,United States
HWO,North Perry,Hollywood,United States
LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom
YNO,North Spirit Lake Airport,North Spirit Lake,Canada
OLZ,North West Santo Airport,Olpoi,Vanuatu
PNE,Northeast Philadelphia,Philadelphia,United States
PQI,Northern Maine Rgnl At Presque Isle,Presque Isle,United States
NHT,Northolt,Northolt,United Kingdom
ORT,Northway,Northway,United States
MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States
YNE,Norway House Airport,Norway House,Canada
NWI,Norwich,Norwich,United Kingdom
NOM,Nosara Airport,Nicoya,Costa Rica
NOB,Nosara,Nosara Beach,Costa Rica
NSH,Noshahr Airport,\N,Iran
NTQ,Noto,Wajima,Japan
NQT,Nottingham Airport,Nottingham,United Kingdom
EMA,Nottingham East Midlands,East Midlands,United Kingdom
NDB,Nouadhibou,Nouadhibou,Mauritania
NKC,Nouakchott,Nouakschott,Mauritania
GHA,Noumerat,Ghardaia,Algeria
KHV,Novy,Khabarovsk,Russia
NUX,Novyi Urengoy,Novyi Urengoy,Russia
NOJ,Noyabrsk,Noyabrsk,Russia
STY,Nueva Hesperides Intl,Salto,Uruguay
UKU,Nuku Airport,Nuku,Papua New Guinea
NHV,Nuku Hiva,Nuku Hiva,French Polynesia
NCU,Nukus Airport,Nukus,Uzbekistan
NNX,Nunukan Airport,Nunukan-Nunukan Island,Indonesia
NUE,Nurnberg,Nuernberg,Germany
GZO,Nusatupe Airport,Gizo,Solomon Islands
GOH,Nuuk,Godthaab,Greenland
NYA,Nyagan Airport,Nyagan,Russia
UYL,Nyala Airport,Nyala,Sudan
LZY,Nyingchi Airport,Nyingchi,China
OKY,Oakey Airport,\N,Australia
OAM,Oamaru,Oamaru,New Zealand
PDA,Obando Airport,Puerto InÃ­rida,Colombia
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany
OBO,Obihiro,Obihiro,Japan
OBX,Obo Airport,Obo,Papua New Guinea
NTU,Oceana Nas,Oceana,United States
LEH,Octeville,Le Havre,France
ONJ,Odate Noshiro Airport,\N,Japan
ODE,Odense,Odense,Denmark
ODS,Odesa Intl,Odessa,Ukraine
ODH,Odiham,Odiham,United Kingdom
OFF,Offutt Afb,Omaha,United States
OGS,Ogdensburg Intl,Ogdensburg,United States
OGL,Ogle,Georgetown,Guyana
YOG,Ogoki Post Airport,Ogoki Post,Canada
GZT,Oguzeli,Gaziantep,Turkey
OHD,Ohrid,Ohrid,Macedonia
OIT,Oita,Oita,Japan
OKD,Okadama Airport,Sapporo,Japan
OKJ,Okayama,Okayama,Japan
WAW,Okecie,Warsaw,Poland
OHO,Okhotsk Airport,Okhotsk,Russia
OKI,Oki,Oki Island,Japan
OKN,Okondja,Okondja,Gabon
OIR,Okushiri,Okushiri,Japan
EOH,Olaya Herrera,Medellin,Colombia
OLB,Olbia Costa Smeralda,Olbia,Italy
YOC,Old Crow,Old Crow,Canada
OLP,Olympic Dam Airport,\N,Australia
OMB,Omboue Hopital,Omboue Hospial,Gabon
OMS,Omsk,Omsk,Russia
OND,Ondangwa Airport,Ondangwa,Namibia
VPE,Ondjiva Pereira Airport,Ondjiva,Angola
ONT,Ontario Intl,Ontario,United States
OST,Oostende,Ostend,Belgium
OPF,Opa Locka,Miami,United States
OMR,Oradea,Oradea,Romania
ORA,Oran,Oran,Argentina
OMD,Oranjemund Airport,Oranjemund,Namibia
ORP,Orapa Airport,\N,Botswana
ORB,Orebro,Orebro,Sweden
REN,Orenburg,Orenburg,Russia
MOA,Orestes Acosta,Moa,Cuba
OLA,Orland,Orland,Norway
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil
MCO,Orlando Intl,Orlando,United States
SFB,Orlando Sanford Intl,Sanford,United States
DWS,Orlando,Orlando,United States
ORY,Orly,Paris,France
ORW,Ormara Airport,Ormara Raik,Pakistan
OER,Ornskoldsvik,Ornskoldsvik,Sweden
OSW,Orsk Airport,Orsk,Russia
ITM,Osaka Intl,Osaka,Japan
OSN,Osan Ab,Osan,South Korea
OSC,Oscoda Wurtsmith,Oscoda,United States
OSS,Osh,Osh,Kyrgyzstan
OIM,Oshima,Oshima,Japan
OSI,Osijek,Osijek,Croatia
OSK,Oskarshamn,Oskarshamn,Sweden
ZYL,Osmany Intl,Sylhet Osmani,Bangladesh
HRK,Osnova International Airport,\N,Ukraine
OXB,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau
AGV,Oswaldo Guevara Mujica,Acarigua,Venezuela
FMH,Otis Angb,Falmouth,United States
YOW,Ottawa Macdonald Cartier Intl,Ottawa,Canada
OTU,Otu,Otu,Colombia
OUA,Ouagadougou,Ouagadougou,Burkina Faso
AJN,Ouani,Anjouan,Comoros
OGX,Ouargla,Ouargla,Algeria
OZZ,Ouarzazate,Ouarzazate,Morocco
ODY,Oudamsay,Oudamsay,Laos
DUH,Oudtshoorn,Oudtshoorn,South Africa
HME,Oued Irara,Hassi-messaoud,Algeria
OUE,Ouesso,Ouesso,Congo (Kinshasa)
OUL,Oulu,Oulu,Finland
OUK,Outer Skerries Airport,\N,United Kingdom
UVE,Ouvea,Ouvea,New Caledonia
VDA,Ovda,Ovda,Israel
FTX,Owando,Owando,Congo (Kinshasa)
GCM,Owen Roberts Intl,Georgetown,Cayman Islands
OWB,Owensboro Daviess County Airport,Owensboro,United States
YOH,Oxford House Airport,Oxford House,Canada
OYE,Oyem,Oyem,Gabon
OZC,Ozamis,Ozamis,Philippines
OZA,Ozona Muni,Ozona,United States
JFR,Paamiut Heliport,Paamiut,Greenland
PAD,Paderborn Lippstadt,Paderborn,Germany
QPA,Padova,Padova,Italy
PEM,Padre Aldamiz,Puerto Maldonado,Peru
PFO,Pafos Intl,Paphos,Cyprus
PAG,Pagadian Airport,\N,Philippines
FMY,Page Fld,Fort Myers,United States
PGA,Page Municipal Airport,Page,United States
PPG,Pago Pago Intl,Pago Pago,American Samoa
PYY,Pai,Pai,Thailand
PNV,Pajuostis,Panevezys,Lithuania
PKK,Pakhokku Airport,Pakhokku,Burma
PKZ,Pakse,Pakse,Laos
PSX,Palacios Muni,Palacios,United States
PLQ,Palanga Intl,Palanga,Lithuania
LNA,Palm Beach Co Park,West Palm Beach,United States
PBI,Palm Beach Intl,West Palm Beach,United States
PMK,Palm Island Airport,\N,Australia
PSP,Palm Springs Intl,Palm Springs,United States
PMZ,Palmar Sur,Palmar Sur,Costa Rica
PMW,Palmas,Palmas,Brazil
PMD,Palmdale Rgnl Usaf Plt 42,Palmdale,United States
PAQ,Palmer Muni,Palmer,United States
PMR,Palmerston North,Palmerston North,New Zealand
PMS,Palmyra,Palmyra,Syria
BGA,Palonegro,Bucaramanga,Colombia
PNA,Pamplona,Pamplona,Spain
PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil
PFN,Panama City Bay Co Intl,Panama City,United States
YXP,Pangnirtung,Pangnirtung,Canada
PSU,Pangsuma Airport,Putussibau-Borneo Island,Indonesia
PJG,Panjgur,Panjgur,Pakistan
PNL,Pantelleria,Pantelleria,Italy
PGH,Pantnagar,Nainital,India
PSV,Papa Stour Airport,Papa Stour,United Kingdom
PPW,Papa Westray Airport,Papa Westray,United Kingdom
PBO,Paraburdoo Airport,\N,Australia
PAJ,Parachinar Airport,Parachinar,Pakistan
PPQ,Paraparaumu,Paraparaumu,New Zealand
PED,Pardubice,Pardubice,Czech Republic
PKE,Parkes Airport,\N,Australia
PMF,Parma,Parma,Italy
EPU,Parnu,Parnu,Estonia
PBH,Paro,Paro,Bhutan
PAS,Paros,Paros,Greece
KRR,Pashkovskiy,Krasnodar,Russia
PSI,Pasni,Pasni,Pakistan
AOL,Paso De Los Libres,Paso De Los Libres,Argentina
IXP,Pathankot,Pathankot,India
BSX,Pathein Airport,Pathein,Burma
PAT,Patna,Patina,India
PFJ,Patreksfjordur,Patreksfjordur,Iceland
COF,Patrick Afb,Coco Beach,United States
PAN,Pattani,Pattani,Thailand
AMQ,Pattimura,Ambon,Indonesia
NHK,Patuxent River Nas,Patuxent River,United States
PUF,Pau Pyrenees,Pau,France
YPC,Paulatuk,Paulatuk,Canada
PAV,Paulo Afonso,Paulo Alfonso,Brazil
PWQ,Pavlodar,Pavlodar,Kazakhstan
QPG,Paya Lebar,Paya Lebar,Singapore
YPE,Peace River,Peace River,Canada
PSM,Pease International Tradeport,Portsmouth,United States
YPO,Peawanuck Airport,Peawanuck,Canada
PEX,Pechora,Pechora,Russia
TBP,Pedro Canga,Tumbes,Peru
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States
PET,Pelotas,Pelotas,Brazil
POL,Pemba,Pemba,Mozambique
PMA,Pemba,Pemba,Tanzania
PMB,Pembina Muni,Pembina,United States
PEN,Penang Intl,Penang,Malaysia
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia
CBN,Penggung,Cirebon,Indonesia
PYE,Penrhyn Island Airport,Penrhyn Island,Cook Islands
NPA,Pensacola Nas,Pensacola,United States
PNS,Pensacola Rgnl,Pensacola,United States
YYF,Penticton,Penticton,Canada
PEZ,Penza Airport,Penza,Russia
PZE,Penzance Heliport,Penzance,United Kingdom
PIA,Peoria Regional,Peoria,United States
IBE,Perales,Ibague,Colombia
PMQ,Perito Moreno,Perito Moreno,Argentina
PER,Perth Intl,Perth,Australia
JAD,Perth Jandakot,Perth,Australia
PEG,Perugia,Perugia,Italy
PSR,Pescara,Pescara,Italy
PEW,Peshawar Intl,Peshawar,Pakistan
YWA,Petawawa,Petawawa,Canada
YPQ,Peterborough,Peterborough,Canada
PPK,Petropavlosk South Airport,Petropavlosk,Kazakhstan
PES,Petrozavodsk Airport,Petrozavodsk,Russia
PHW,Phalaborwa,Phalaborwa,South Africa
PPL,Phaplu,Phaplu,Nepal
PHY,Phetchabun,Phetchabun,Thailand
PHL,Philadelphia Intl,Philadelphia,United States
MJN,Philibert Tsiranana,Mahajanga,Madagascar
BZE,Philip S W Goldson Intl,Belize City,Belize
APG,Phillips Aaf,Aberdeen,United States
PHS,Phitsanulok,Phitsanulok,Thailand
PNH,Phnom Penh Intl,Phnom-penh,Cambodia
SYX,Phoenix International,Sanya,China
PHX,Phoenix Sky Harbor Intl,Phoenix,United States
PRH,Phrae,Phrae,Thailand
HUI,Phu Bai,Hue,Vietnam
UIH,Phu Cat Airport,\N,Vietnam
HKT,Phuket Intl,Phuket,Thailand
QPZ,Piacenza,Piacenza,Italy
POS,Piarco,Port-of-spain,Trinidad and Tobago
ZAL,Pichoy,Valdivia,Chile
YPL,Pickle Lake,Pickle Lake,Canada
PIX,Pico,Pico,Portugal
GSO,Piedmont Triad,Greensboro,United States
PDS,Piedras Negras Intl,Piedras Negras,Mexico
YUL,Pierre Elliott Trudeau Intl,Montreal,Canada
PIR,Pierre Regional Airport,Pierre,United States
PZY,Piestany,Piestany,Slovakia
PZB,Pietermaritzburg,Pietermaritzburg,South Africa
PTG,Pietersburg,Pietersburg,South Africa
YPM,Pikangikum Airport,Pikangikum,Canada
NTY,Pilanesberg Intl,Pilanesberg,South Africa
DUM,Pinang Kampai,Dumai,Indonesia
PIF,Pingtung South,Pingtung,Taiwan
FOR,Pinto Martins Intl,Fortaleza,Brazil
PSA,Pisa,Pisa,Italy
PIO,Pisco Intl,Pisco,Peru
PIT,Pittsburgh Intl,Pittsburgh (pennsylva),United States
OTI,Pitu,Morotai Island,Indonesia
TTA,Plage Blanche,Tan Tan,Morocco
RRG,Plaine Corail,Rodriguez Island,Mauritius
SLW,Plan De Guadalupe Intl,Saltillo,Mexico
PTU,Platinum,Port Moller,United States
PBG,Plattsburgh Intl,Plattsburgh,United States
ZLO,Playa De Oro Intl,Manzanillo,Mexico
PLD,Playa Samara Airport,Playa Samara,Costa Rica
PXU,Pleiku Airport,Pleiku,Vietnam
DNR,Pleurtuit,Dinard,France
MXN,Ploujean,Morlaix,France
PDV,Plovdiv,Plovdiv,Bulgaria
UIP,Pluguffan,Quimper,France
PLH,Plymouth,Plymouth,United Kingdom
KVX,Pobedilovo Airport,Kirov,Russia
PIH,Pocatello Regional Airport,Pocatello,United States
POO,Pocos De Caldas,Pocos De Caldas,Brazil
TGD,Podgorica,Podgorica,Montenegro
KPO,Pohang,Pohang,South Korea
PNI,Pohnpei Intl,Pohnpei,Micronesia
PIZ,Point Lay Lrrs,Point Lay,United States
NTD,Point Mugu Nas,Point Mugu,United States
GND,Point Salines Intl,Point Salines,Grenada
PNR,Pointe Noire,Pointe-noire,Congo (Kinshasa)
FUT,Pointe Vele Airport,Futuna Island,Wallis and Futuna
YNL,Points North Landing Airport,Points North Landing,Canada
PKR,Pokhara,Pokhara,Nepal
PYJ,Poliarny Airport,Yakutia,Russia
POE,Polk Aaf,Fort Polk,United States
MES,Polonia,Medan,Indonesia
PNC,Ponca City Rgnl,Ponca City,United States
SLP,Ponciano Arriaga Intl,San Luis Potosi,Mexico
YIO,Pond Inlet,Pond Inlet,Canada
PCB,Pondok Cabe,Jakarta,Indonesia
PDL,Ponta Delgada,Ponta Delgada,Portugal
PMG,Ponta Pora,Ponta Pora,Brazil
POB,Pope Afb,Fayetteville,United States
YHP,Poplar Hill Airport,Poplar Hill,Canada
PBD,Porbandar,Porbandar,India
BIA,Poretta,Bastia,France
POR,Pori,Pori,Finland
EDR,Pormpuraaw Airport,\N,Australia
NOW,Port Angeles Cgas,Port Angeles,United States
PUG,Port Augusta Airport,\N,Australia
WPB,Port BergÃ© Airport,Port BergÃ©,Madagascar
IXZ,Port Blair,Port Blair,India
CMH,Port Columbus Intl,Columbus,United States
PLZ,Port Elizabeth Intl,Port Elizabeth,South Africa
POG,Port Gentil,Port Gentil,Gabon
PHC,Port Harcourt Intl,Port Hartcourt,Nigeria
YZT,Port Hardy,Port Hardy,Canada
PHE,Port Hedland Intl,Port Hedland,Australia
YHA,Port Hope Simpson Airport,Port Hope Simpson,Canada
PLO,Port Lincoln Airport,\N,Australia
PQQ,Port Macquarie Airport,\N,Australia
